"","y","x1","x2","x3","x4","x5","x6"
"3731",1,0,2847,22,583,804,13
"3732",0,0,6839,33,311,745,96
"3733",0,0,2987,25,543,623,36
"3734",1,0,5600,42,140,546,28
"3735",1,1,7414,46,515,554,88
"3736",0,1,6470,52,109,820,43
"3737",1,0,6621,66,166,785,33
"3738",0,1,3408,41,714,508,26
"3739",1,1,2361,38,512,506,25
"3740",1,1,6558,39,274,772,83
"3741",1,0,1393,73,739,700,53
"3742",1,1,3492,35,807,764,48
"3743",0,1,1921,39,160,529,21
"3744",1,1,4737,64,503,580,81
"3745",0,0,3388,35,262,562,27
"3746",0,0,6315,44,440,627,74
"3747",1,0,5358,49,622,639,21
"3748",0,0,7783,80,269,785,8
"3749",0,1,7396,47,118,775,83
"3750",1,0,4867,28,508,638,92
"3751",0,1,8125,56,503,833,19
"3752",0,1,2678,37,657,743,59
"3753",1,0,5056,43,429,700,44
"3754",1,1,8345,68,651,605,81
"3755",0,0,2319,61,463,768,10
"3756",1,0,1158,69,442,520,65
"3757",1,0,5506,70,274,691,43
"3758",1,0,6074,56,145,774,89
"3759",0,0,3552,28,264,744,55
"3760",0,1,6563,32,785,682,50
"3761",1,0,1328,60,444,588,82
"3762",1,0,1667,55,687,746,95
"3763",1,1,1559,60,484,747,26
"3764",1,1,6534,25,156,542,65
"3765",0,0,2434,31,519,596,23
"3766",0,1,6803,44,333,836,23
"3767",0,0,2991,21,345,830,44
"3768",1,1,4735,72,274,573,9
"3769",1,1,1130,29,631,539,95
"3770",1,1,6114,73,375,531,53
"3771",1,1,7986,47,835,811,49
"3772",0,1,6361,59,421,744,59
"3773",0,0,1183,76,600,673,83
"3774",1,0,7787,50,621,648,1
"3775",0,1,4638,34,813,758,84
"3776",0,1,3507,31,421,552,35
"3777",0,0,4705,19,474,576,33
"3778",1,0,2875,65,211,675,59
"3779",1,1,6818,51,286,503,8
"3780",0,0,6842,26,770,741,28
"3781",0,0,2200,58,820,845,50
"3782",0,1,4968,22,828,793,85
"3783",1,0,6167,40,734,639,47
"3784",1,0,2454,45,809,520,42
"3785",0,0,7231,29,645,791,91
"3786",0,0,6488,54,284,629,81
"3787",0,1,4460,57,386,508,92
"3788",1,1,6095,69,353,508,96
"3789",0,0,7308,26,214,764,37
"3790",1,0,4169,76,593,700,14
"3791",1,1,3811,75,283,686,100
"3792",1,1,5111,77,797,567,71
"3793",1,0,2140,39,776,540,14
"3794",1,0,4617,46,668,678,11
"3795",0,1,3254,41,733,788,93
"3796",1,0,1009,76,215,569,38
"3797",0,0,6235,44,490,656,83
"3798",0,0,1007,69,365,819,36
"3799",1,1,5471,63,244,737,70
"3800",0,1,3306,57,759,612,57
"3801",1,0,1925,65,421,510,89
"3802",0,1,1860,78,184,708,29
"3803",1,0,4136,70,173,705,57
"3804",1,0,1181,45,459,745,23
"3805",0,1,4359,23,435,717,85
"3806",0,0,2362,42,428,783,94
"3807",1,0,8276,80,561,564,73
"3808",0,1,3266,73,513,631,77
"3809",1,1,1513,58,544,785,23
"3810",1,0,4800,53,228,822,68
"3811",1,1,3029,64,131,690,25
"3812",1,1,7136,23,765,630,76
"3813",0,0,3053,70,694,766,18
"3814",0,0,7822,60,474,694,49
"3815",0,1,4608,62,616,714,96
"3816",1,1,3459,29,275,557,72
"3817",1,1,3643,37,763,636,38
"3818",0,0,2160,57,660,766,76
"3819",1,1,4704,53,548,631,29
"3820",1,0,1244,26,657,624,42
"3821",0,0,7396,40,105,550,49
"3822",1,0,4462,77,439,845,3
"3823",0,0,2299,19,779,573,61
"3824",1,0,5358,63,126,688,91
"3825",0,1,4542,24,114,798,25
"3826",0,1,1502,34,625,680,94
"3827",1,1,1256,41,610,822,2
"3828",1,0,8168,64,281,773,33
"3829",1,1,3533,24,536,569,85
"3830",1,1,3468,44,248,789,70
"3831",0,0,5309,47,684,518,75
"3832",1,1,1359,75,811,572,100
"3833",1,1,7093,33,742,801,59
"3834",0,1,2786,33,307,814,45
"3835",1,1,3848,29,606,754,89
"3836",0,1,3994,60,548,677,88
"3837",0,0,1739,23,398,560,36
"3838",0,0,8088,25,457,613,97
"3839",1,1,4108,47,822,729,52
"3840",0,0,1908,28,821,706,53
"3841",0,0,4606,34,531,642,28
"3842",1,1,5214,22,219,842,10
"3843",1,1,8298,79,119,751,85
"3844",1,1,1638,57,484,516,66
"3845",0,1,2396,51,313,697,9
"3846",0,0,5946,66,232,826,97
"3847",0,0,1476,30,500,817,84
"3848",1,1,7121,37,683,652,57
"3849",1,0,7644,78,562,533,84
"3850",0,0,5858,74,773,705,63
"3851",0,1,2953,47,231,617,2
"3852",0,0,5822,64,283,717,40
"3853",1,0,3421,71,505,673,70
"3854",1,1,3385,56,408,539,30
"3855",1,1,3650,57,585,716,12
"3856",0,0,4354,67,582,587,32
"3857",0,1,8311,41,223,825,81
"3858",1,0,1376,74,347,709,62
"3859",1,1,3542,70,175,520,76
"3860",0,0,2124,36,399,588,51
"3861",1,1,3024,80,610,838,87
"3862",1,1,6382,66,757,725,20
"3863",0,0,1600,28,775,654,45
"3864",1,0,8462,72,423,683,5
"3865",0,1,3938,50,266,587,43
"3866",1,0,4574,68,305,523,37
"3867",1,1,1057,50,687,724,44
"3868",0,1,3506,28,172,661,73
"3869",1,0,2220,53,103,629,77
"3870",1,0,8216,58,729,555,53
"3871",0,1,1822,21,772,769,42
"3872",0,0,2768,47,428,765,49
"3873",0,0,2269,60,289,528,78
"3874",0,0,4126,42,269,815,12
"3875",1,1,6483,76,221,628,36
"3876",1,1,6317,66,222,718,66
"3877",0,0,1924,26,421,670,18
"3878",1,1,2365,67,762,513,89
"3879",0,1,6307,20,655,779,22
"3880",0,0,1269,19,458,710,100
"3881",0,1,6508,25,564,837,43
"3882",0,1,2455,50,823,849,65
"3883",1,1,2972,38,822,715,73
"3884",1,0,2732,50,406,849,68
"3885",1,1,6530,78,718,644,39
"3886",0,0,5490,25,220,815,95
"3887",1,1,3828,32,110,643,32
"3888",0,1,7013,46,445,848,84
"3889",1,0,3473,22,848,506,53
"3890",1,1,7147,69,603,627,44
"3891",1,1,7133,37,388,687,52
"3892",1,1,2734,77,667,838,45
"3893",1,1,5231,37,264,541,71
"3894",1,1,5835,65,643,672,31
"3895",0,0,6305,27,673,725,42
"3896",0,0,2965,37,371,646,43
"3897",1,1,2497,66,654,584,33
"3898",1,1,3604,60,788,612,12
"3899",1,0,4526,60,143,517,48
"3900",1,1,2109,79,421,529,69
"3901",0,0,3418,69,290,728,90
"3902",0,0,1525,39,611,596,100
"3903",0,0,4969,20,544,655,45
"3904",1,0,5221,46,330,765,97
"3905",0,0,2991,47,590,547,67
"3906",0,1,6777,78,640,739,95
"3907",1,0,5734,76,664,522,22
"3908",0,0,3433,45,698,557,33
"3909",1,1,2137,69,658,742,40
"3910",0,0,3472,62,555,781,79
"3911",1,1,4884,42,180,516,39
"3912",0,0,2892,45,829,629,59
"3913",0,0,1077,21,416,559,61
"3914",0,0,1042,56,145,828,69
"3915",0,0,2631,46,665,664,53
"3916",0,1,7220,25,398,591,95
"3917",0,0,4404,64,320,715,8
"3918",0,1,7748,20,173,849,69
"3919",0,1,5066,23,479,719,89
"3920",0,0,1619,43,812,515,4
"3921",0,1,2859,31,123,823,19
"3922",0,1,1238,33,274,754,18
"3923",0,0,3218,37,135,839,99
"3924",1,0,2042,71,768,817,32
"3925",1,1,4448,62,197,718,38
"3926",1,1,6754,35,134,536,64
"3927",0,0,1940,51,384,798,37
"3928",1,1,6719,43,747,770,71
"3929",1,0,7490,40,257,621,82
"3930",1,0,3342,49,700,814,22
"3931",0,0,7742,19,510,814,18
"3932",0,0,4740,68,229,821,65
"3933",1,1,8358,51,542,848,67
"3934",0,1,1291,71,386,777,88
"3935",1,0,6305,73,589,551,99
"3936",0,1,4654,59,344,800,67
"3937",0,1,4841,65,414,813,27
"3938",1,1,8076,71,814,557,95
"3939",1,1,2520,74,421,600,10
"3940",0,1,4967,74,820,696,71
"3941",0,0,1277,52,443,850,39
"3942",1,1,1116,52,752,581,64
"3943",1,1,6022,73,107,649,49
"3944",0,0,8061,61,470,733,39
"3945",1,1,2268,75,350,632,55
"3946",0,1,4702,19,502,801,48
"3947",1,1,3710,50,528,513,12
"3948",1,0,7513,71,816,709,6
"3949",0,1,2837,28,732,763,99
"3950",0,1,4163,63,483,706,83
"3951",0,0,5855,44,749,715,48
"3952",0,0,1863,41,366,578,54
"3953",1,1,2787,76,327,707,70
"3954",0,0,2151,45,241,535,71
"3955",0,0,4089,32,450,808,43
"3956",0,0,1237,60,219,690,59
"3957",1,1,1765,67,223,555,98
"3958",0,1,6638,42,541,826,92
"3959",1,1,6522,73,623,843,9
"3960",0,0,6847,49,182,633,21
"3961",1,1,2438,36,486,602,27
"3962",1,1,1237,35,170,716,22
"3963",1,1,3775,37,676,577,91
"3964",1,1,2697,46,402,809,25
"3965",0,1,3513,27,339,555,71
"3966",0,0,5390,23,143,531,87
"3967",0,1,6954,30,453,827,63
"3968",1,1,7598,70,588,592,58
"3969",1,0,7836,36,728,656,13
"3970",0,0,6836,26,399,740,97
"3971",1,1,3171,62,529,688,88
"3972",1,1,7600,32,407,670,68
"3973",1,1,6602,66,753,843,94
"3974",1,0,7346,34,465,657,49
"3975",0,0,4652,32,423,576,8
"3976",0,0,2889,39,789,805,30
"3977",1,1,8434,77,513,670,70
"3978",1,1,5936,68,189,773,23
"3979",1,1,1356,70,297,526,81
"3980",1,0,7572,38,349,565,70
"3981",0,0,8463,63,333,839,70
"3982",1,1,1720,74,801,691,82
"3983",1,1,3418,38,200,845,52
"3984",0,0,2667,27,638,803,72
"3985",1,1,4788,78,131,529,72
"3986",1,1,4932,55,782,705,99
"3987",1,0,3890,51,775,618,5
"3988",0,1,8175,63,733,830,8
"3989",0,1,8350,34,319,612,16
"3990",1,1,3460,76,353,579,23
"3991",1,1,7148,79,412,651,86
"3992",1,0,6852,72,198,784,15
"3993",1,1,7737,65,182,797,88
"3994",1,1,6703,68,681,693,77
"3995",1,0,2480,71,186,645,74
"3996",0,0,4318,62,567,657,12
"3997",1,1,6926,67,508,520,1
"3998",0,1,2641,24,810,612,49
"3999",0,1,3781,55,760,797,16
"4000",0,0,1303,74,230,841,8
"4001",1,1,3139,63,335,767,66
"4002",0,1,1985,39,607,836,56
"4003",1,0,6143,60,389,832,25
"4004",1,1,5674,38,824,601,41
"4005",0,1,1088,54,265,814,55
"4006",0,1,7058,56,300,733,62
"4007",1,0,1631,79,620,735,43
"4008",0,0,5986,47,763,550,66
"4009",0,0,6940,64,717,687,82
"4010",1,0,4095,44,242,670,2
"4011",0,1,2424,38,449,552,74
"4012",0,0,6137,20,599,752,55
"4013",0,0,7126,42,157,736,48
"4014",0,1,3324,33,320,585,21
"4015",0,1,3775,18,149,675,14
"4016",1,1,4285,47,475,750,66
"4017",1,1,8232,39,501,780,12
"4018",1,1,7949,56,506,504,34
"4019",1,0,3662,76,537,637,96
"4020",1,0,4257,49,267,624,10
"4021",0,1,4465,21,362,610,17
"4022",1,0,3996,52,307,827,8
"4023",1,1,4790,58,453,553,27
"4024",0,0,8485,34,679,753,83
"4025",1,1,4478,40,339,814,76
"4026",0,1,6516,28,221,842,64
"4027",0,1,2308,18,229,784,82
"4028",0,0,2081,43,212,720,46
"4029",0,1,6486,19,179,741,13
"4030",1,1,2648,21,376,813,92
"4031",1,1,6349,47,510,697,47
"4032",1,1,8125,24,328,739,69
"4033",0,1,7545,66,761,654,28
"4034",1,1,5728,68,197,518,15
"4035",0,0,3809,46,705,835,99
"4036",1,1,4546,71,134,638,86
"4037",0,1,5822,22,253,798,99
"4038",0,1,1620,24,486,780,65
"4039",0,0,4643,70,142,835,4
"4040",0,0,4237,19,568,607,48
"4041",1,0,5235,70,319,507,35
"4042",1,1,7626,57,491,778,67
"4043",1,0,8479,36,592,666,38
"4044",0,1,3391,54,173,567,38
"4045",1,0,6875,50,381,625,17
"4046",1,0,1678,79,740,689,86
"4047",1,1,6131,58,530,760,19
"4048",0,0,6448,56,176,656,60
"4049",1,1,1296,29,371,692,50
"4050",1,0,5002,76,670,805,5
"4051",1,0,2170,71,593,677,59
"4052",1,0,4935,44,549,584,2
"4053",1,0,7557,69,513,615,50
"4054",1,1,3254,64,308,637,75
"4055",0,1,7017,43,711,739,85
"4056",1,0,2522,27,562,504,99
"4057",1,1,2542,73,477,763,94
"4058",0,1,5806,68,388,591,43
"4059",0,0,3809,27,796,652,63
"4060",0,0,6440,56,619,592,49
"4061",1,0,5492,49,326,756,33
"4062",1,0,7307,50,696,693,30
"4063",0,1,5962,24,375,790,30
"4064",0,1,2409,34,814,645,65
"4065",1,1,3415,48,847,712,19
"4066",1,1,6034,23,253,537,43
"4067",0,0,3196,58,156,625,86
"4068",1,1,3884,65,110,701,5
"4069",0,1,8212,27,659,728,37
"4070",1,0,8143,67,418,815,75
"4071",0,0,3336,75,588,544,44
"4072",1,1,3745,37,162,695,85
"4073",1,1,3313,36,346,623,92
"4074",1,1,8196,75,168,786,16
"4075",1,0,2823,76,424,511,38
"4076",0,0,5027,78,394,772,86
"4077",0,0,5477,50,246,652,38
"4078",0,1,6109,30,203,815,17
"4079",0,1,1286,53,582,601,72
"4080",1,0,4031,75,784,612,59
"4081",0,0,5998,78,111,609,68
"4082",0,1,3026,27,128,659,60
"4083",1,0,1377,41,434,535,26
"4084",1,0,6819,80,599,703,6
"4085",0,0,2228,34,711,839,69
"4086",0,0,3188,23,513,807,92
"4087",1,1,1054,37,643,757,96
"4088",1,1,4354,71,373,731,67
"4089",1,0,2894,77,237,688,51
"4090",1,1,1891,69,148,690,35
"4091",1,0,3253,65,446,735,58
"4092",1,1,6990,70,836,786,65
"4093",1,0,2906,68,178,647,76
"4094",1,1,1373,21,420,508,23
"4095",0,0,6229,35,434,755,46
"4096",0,1,5109,35,381,839,91
"4097",0,0,1919,36,394,538,80
"4098",1,0,7951,66,214,681,82
"4099",1,1,6021,37,847,572,95
"4100",1,0,8328,50,780,591,93
"4101",1,0,2626,36,252,594,60
"4102",1,1,1680,68,650,503,26
"4103",1,1,4875,31,832,692,7
"4104",1,0,4205,31,598,576,48
"4105",0,1,4524,70,308,824,50
"4106",0,0,7946,22,245,752,35
"4107",0,1,6127,27,492,647,49
"4108",0,0,3159,38,108,646,76
"4109",1,0,6365,67,167,556,85
"4110",1,1,1988,64,512,842,84
"4111",0,1,7314,21,144,698,56
"4112",0,0,3497,37,591,728,13
"4113",1,1,7672,72,297,668,66
"4114",1,1,6988,60,708,829,85
"4115",0,0,3946,53,600,724,18
"4116",1,0,3991,48,323,519,5
"4117",1,1,1557,49,307,622,62
"4118",0,0,6082,51,629,668,83
"4119",1,1,3941,78,703,702,38
"4120",0,0,7391,47,143,738,12
"4121",1,0,5923,57,302,809,9
"4122",1,1,5696,39,764,562,82
"4123",0,0,4593,23,252,681,3
"4124",0,0,7245,18,332,758,81
"4125",0,0,5377,78,501,721,68
"4126",1,1,2216,62,755,600,17
"4127",1,1,5879,19,362,555,62
"4128",0,0,5685,41,835,579,36
"4129",1,1,3091,40,699,847,23
"4130",0,0,5266,18,368,663,24
"4131",0,0,5017,19,429,648,70
"4132",0,1,7889,38,532,785,7
"4133",1,1,1626,42,224,755,91
"4134",0,0,1655,51,108,745,73
"4135",1,1,5743,70,108,722,34
"4136",0,0,8073,18,672,744,91
"4137",1,0,5529,79,692,748,91
"4138",0,0,1998,73,551,828,64
"4139",1,1,1576,50,665,605,63
"4140",0,0,7645,57,813,768,15
"4141",0,1,1485,27,736,678,2
"4142",0,0,8279,18,713,605,52
"4143",0,0,6097,24,216,849,61
"4144",0,0,8226,36,432,746,85
"4145",1,1,3576,24,673,814,9
"4146",0,0,6983,40,209,797,10
"4147",1,0,4217,54,745,699,83
"4148",0,1,1429,25,354,820,58
"4149",1,0,7487,58,334,836,83
"4150",1,0,4421,46,511,806,3
"4151",1,1,7309,47,538,656,16
"4152",1,1,2703,49,505,712,53
"4153",0,0,8243,56,536,692,53
"4154",1,0,3197,78,418,551,47
"4155",0,0,7814,41,482,650,45
"4156",1,1,4390,33,843,809,24
"4157",0,1,7613,28,531,715,60
"4158",1,1,5599,58,167,739,66
"4159",0,1,1786,55,339,548,10
"4160",1,0,2537,42,599,713,76
"4161",0,0,2367,28,273,739,80
"4162",1,0,4875,68,801,564,37
"4163",1,0,5534,58,406,714,89
"4164",0,0,7816,62,175,808,20
"4165",1,0,7559,45,690,641,97
"4166",0,1,4609,39,253,801,12
"4167",1,1,6044,56,555,693,67
"4168",0,1,6004,56,808,807,85
"4169",0,1,7680,36,365,675,75
"4170",0,1,8453,51,751,583,48
"4171",0,1,4961,38,782,600,51
"4172",1,1,4203,54,766,527,10
"4173",1,1,2943,62,307,629,51
"4174",0,0,5580,35,735,595,21
"4175",0,0,1268,48,831,643,71
"4176",1,0,6454,70,469,628,49
"4177",1,0,8175,68,633,572,14
"4178",1,1,6308,55,705,667,88
"4179",0,1,2153,37,535,643,51
"4180",1,0,1395,69,772,701,61
"4181",1,0,1891,51,822,557,8
"4182",0,0,4282,71,319,677,40
"4183",0,0,3418,35,559,842,46
"4184",1,1,2272,42,216,671,77
"4185",1,0,7147,67,479,580,72
"4186",1,1,3415,73,234,519,55
"4187",0,1,3753,38,363,559,21
"4188",1,0,5122,50,625,621,88
"4189",1,1,1817,72,818,790,5
"4190",0,1,5199,71,670,554,99
"4191",0,1,6676,23,166,800,57
"4192",0,0,6953,63,592,794,50
"4193",1,1,6945,18,698,509,70
"4194",0,0,1185,42,702,618,71
"4195",1,1,6013,57,447,775,57
"4196",1,1,3848,55,770,689,19
"4197",0,1,2309,28,565,801,34
"4198",1,1,7366,75,507,672,70
"4199",0,1,2987,19,467,617,33
"4200",0,0,4875,67,788,552,74
"4201",0,1,4106,43,830,609,40
"4202",0,0,5033,24,215,595,58
"4203",1,1,8065,76,428,786,89
"4204",0,0,5806,29,724,774,89
"4205",0,0,6886,21,486,565,47
"4206",1,0,7786,79,363,648,62
"4207",1,1,2563,77,202,584,64
"4208",0,1,3931,35,474,768,18
"4209",0,0,5556,47,491,825,9
"4210",0,1,6705,33,249,621,30
"4211",1,0,4940,66,129,624,94
"4212",1,0,3569,75,804,752,43
"4213",1,1,4992,53,824,578,95
"4214",0,0,5970,57,216,811,55
"4215",0,0,4363,40,597,690,72
"4216",1,0,7025,52,533,735,54
"4217",0,0,2734,65,618,838,37
"4218",0,0,2071,50,645,547,52
"4219",0,0,6015,64,362,682,65
"4220",0,1,3775,33,822,679,21
"4221",0,1,4219,47,817,794,38
"4222",1,1,4517,59,658,765,32
"4223",1,1,6255,66,750,587,32
"4224",0,1,5953,21,333,807,62
"4225",1,1,1903,43,191,708,11
"4226",1,1,7881,44,400,540,18
"4227",0,1,7575,33,241,704,83
"4228",0,1,3067,60,218,638,31
"4229",1,1,7499,41,642,800,69
"4230",1,1,6008,78,128,562,24
"4231",0,0,8484,68,168,790,53
"4232",1,0,2459,70,750,720,67
"4233",0,1,1729,36,697,778,67
"4234",0,1,2956,54,188,684,26
"4235",0,1,3073,31,172,684,52
"4236",0,1,1484,54,715,680,95
"4237",0,1,4614,41,408,568,22
"4238",0,1,6672,29,487,563,98
"4239",0,1,7965,34,509,625,70
"4240",1,0,8148,34,141,755,38
"4241",0,1,6217,53,390,546,94
"4242",0,0,4150,36,209,638,93
"4243",0,0,4357,19,353,516,76
"4244",1,1,1495,75,493,565,68
"4245",0,1,1610,38,821,645,5
"4246",1,1,6330,27,274,597,71
"4247",0,1,8203,76,683,821,11
"4248",1,1,8375,71,665,557,62
"4249",0,1,6416,26,838,780,38
"4250",1,0,3627,76,193,782,85
"4251",1,0,4143,70,124,559,84
"4252",1,0,4872,36,541,673,21
"4253",0,1,6608,30,454,767,70
"4254",1,0,1910,56,796,595,40
"4255",0,0,7243,24,458,808,29
"4256",0,0,3870,77,361,761,23
"4257",1,0,7736,65,303,580,56
"4258",0,1,4442,36,761,675,96
"4259",0,0,4399,51,709,773,71
"4260",1,1,3778,57,642,637,10
"4261",0,1,2652,65,466,709,26
"4262",0,0,2733,37,750,835,51
"4263",0,0,7766,45,397,846,67
"4264",1,1,6894,33,362,501,40
"4265",0,0,2040,34,288,691,77
"4266",1,0,8363,43,586,556,8
"4267",0,1,1708,54,458,624,38
"4268",1,1,3373,70,764,506,21
"4269",0,0,5352,34,247,762,89
"4270",0,0,3261,51,830,542,40
"4271",0,0,6012,70,255,824,74
"4272",0,1,1197,24,276,588,16
"4273",1,1,4798,21,265,627,56
"4274",0,0,3146,46,180,754,67
"4275",1,1,6851,47,280,626,68
"4276",1,1,6428,76,288,726,17
"4277",1,0,4057,59,167,628,78
"4278",0,1,1434,18,785,828,21
"4279",0,0,1782,79,626,595,42
"4280",1,1,7729,71,263,756,56
"4281",0,0,1722,21,744,718,95
"4282",1,0,3298,31,626,709,10
"4283",1,0,2443,65,515,527,14
"4284",0,1,6174,25,787,609,36
"4285",1,1,2292,18,281,590,15
"4286",0,0,1090,36,565,561,53
"4287",1,1,7474,42,718,766,27
"4288",0,0,7120,24,380,678,79
"4289",0,1,7012,44,282,778,20
"4290",1,1,5258,47,160,557,13
"4291",1,1,5680,26,647,845,51
"4292",1,1,3099,70,632,823,61
"4293",0,1,6616,26,154,801,74
"4294",0,1,7298,42,550,532,64
"4295",1,1,6994,68,269,561,7
"4296",0,1,6893,22,850,688,95
"4297",0,0,5081,30,485,681,35
"4298",0,0,7545,71,716,731,36
"4299",1,0,1917,62,514,766,39
"4300",0,0,3188,24,536,681,63
"4301",1,1,5241,25,598,679,44
"4302",0,0,4878,67,212,655,23
"4303",1,1,3701,50,481,624,74
"4304",0,0,5865,25,607,719,78
"4305",1,0,3304,80,712,602,95
"4306",1,0,4950,20,110,668,31
"4307",0,0,6476,31,134,691,80
"4308",1,0,7479,37,352,517,14
"4309",0,0,2821,42,571,597,34
"4310",0,0,6668,79,371,786,16
"4311",0,1,6730,28,590,591,43
"4312",0,0,2209,32,775,799,96
"4313",1,1,2601,51,443,593,28
"4314",0,1,6198,45,725,582,99
"4315",0,1,6671,44,844,826,34
"4316",1,0,4124,22,202,513,36
"4317",1,0,7575,65,466,818,57
"4318",0,0,1598,71,291,734,45
"4319",1,0,3805,63,763,781,74
"4320",0,0,1682,47,358,525,57
"4321",1,0,2304,68,569,629,10
"4322",0,1,7971,56,426,792,73
"4323",1,1,6107,54,797,656,89
"4324",1,1,7995,68,227,683,1
"4325",1,1,6147,38,197,819,10
"4326",0,0,7948,52,651,597,41
"4327",1,0,8059,38,663,662,2
"4328",0,1,1390,33,376,689,15
"4329",0,0,2645,22,758,688,75
"4330",1,0,2298,59,394,607,10
"4331",1,1,1835,59,838,788,62
"4332",0,0,7252,41,588,524,73
"4333",0,0,2541,42,499,730,85
"4334",0,0,8109,74,335,792,4
"4335",0,0,3547,30,579,675,99
"4336",0,0,4244,35,837,777,76
"4337",0,0,2208,45,494,511,31
"4338",0,0,3004,29,160,633,67
"4339",1,1,1464,70,706,640,88
"4340",1,1,5919,42,427,755,81
"4341",0,1,6963,61,391,559,97
"4342",0,1,2734,22,267,568,9
"4343",0,1,3110,53,591,668,15
"4344",1,0,6327,44,683,732,53
"4345",1,1,4865,69,315,567,26
"4346",1,1,2776,61,138,730,15
"4347",0,0,5425,64,111,684,64
"4348",0,0,7785,61,123,802,34
"4349",0,0,1138,60,840,545,21
"4350",1,1,1489,56,134,798,74
"4351",1,1,1855,59,842,550,6
"4352",0,1,6503,52,589,754,23
"4353",0,1,5450,25,561,591,64
"4354",0,1,6864,34,693,555,48
"4355",1,0,7037,40,497,533,48
"4356",1,0,6358,76,376,554,56
"4357",1,1,7716,73,618,523,48
"4358",0,1,1421,33,387,813,67
"4359",1,0,5720,76,617,584,73
"4360",1,1,7495,80,125,611,68
"4361",0,1,5663,33,700,562,66
"4362",0,0,2145,31,694,692,92
"4363",0,1,5728,32,687,797,39
"4364",1,1,8480,37,428,706,45
"4365",1,0,1461,38,515,734,95
"4366",0,0,5474,31,374,756,71
"4367",0,1,6251,22,759,845,70
"4368",0,1,1928,37,702,677,39
"4369",0,1,1579,22,338,804,65
"4370",1,0,1080,40,229,600,2
"4371",0,1,4316,34,410,601,6
"4372",0,0,3042,51,659,620,100
"4373",1,1,5052,55,762,630,74
"4374",1,1,7226,45,694,763,30
"4375",1,1,7301,45,134,632,92
"4376",1,0,7153,80,310,655,79
"4377",1,1,2064,66,440,671,99
"4378",1,0,2780,78,767,548,7
"4379",1,1,4323,64,620,549,54
"4380",1,1,6304,61,575,650,71
"4381",0,0,4279,60,479,569,93
"4382",0,1,1048,54,171,713,5
"4383",0,0,7029,30,719,551,60
"4384",0,1,3099,58,336,824,90
"4385",1,1,5851,74,687,567,83
"4386",1,0,6384,67,711,709,16
"4387",1,0,1288,56,839,633,83
"4388",0,0,7365,75,189,679,68
"4389",1,1,2030,77,434,538,34
"4390",1,0,4072,79,192,747,17
"4391",0,1,6947,42,475,539,71
"4392",1,1,7500,52,382,721,89
"4393",0,0,2878,26,413,541,57
"4394",1,0,1492,46,419,662,42
"4395",0,1,1928,66,479,702,23
"4396",1,0,4216,36,265,547,65
"4397",0,1,2005,49,749,662,2
"4398",1,0,6378,65,707,618,68
"4399",1,1,4078,41,425,562,25
"4400",0,0,6484,26,763,563,97
"4401",1,0,6715,34,537,757,21
"4402",1,1,4813,33,392,506,31
"4403",0,1,5441,46,109,618,95
"4404",1,0,8492,59,464,506,99
"4405",1,0,2020,75,689,741,72
"4406",0,0,6448,27,282,637,99
"4407",1,0,3817,49,728,694,23
"4408",0,0,4203,26,324,793,70
"4409",0,0,3678,65,362,519,24
"4410",0,1,6359,46,206,509,66
"4411",0,1,3721,42,325,827,50
"4412",0,1,2151,45,766,740,63
"4413",1,0,2471,52,556,563,69
"4414",0,0,2350,48,761,725,37
"4415",0,0,8203,37,357,837,99
"4416",0,1,6699,57,420,677,19
"4417",0,0,2175,72,267,839,20
"4418",1,0,7163,55,687,667,26
"4419",1,0,7109,40,637,790,39
"4420",0,1,7166,46,514,571,41
"4421",1,1,6108,34,702,528,35
"4422",0,0,2633,29,346,580,66
"4423",1,1,7750,28,595,596,16
"4424",0,1,2095,57,725,835,70
"4425",0,1,1966,79,671,824,14
"4426",0,0,3848,51,535,715,67
"4427",1,1,3608,68,171,507,10
"4428",1,1,4568,23,176,654,44
"4429",1,0,5937,56,847,568,69
"4430",0,1,2417,35,533,791,20
"4431",0,0,4705,24,490,539,22
"4432",1,1,3833,73,792,759,34
"4433",1,1,2296,61,117,547,42
"4434",1,1,5990,42,832,832,95
"4435",1,1,5482,59,607,689,1
"4436",0,1,4597,65,733,578,54
"4437",1,1,7908,67,422,567,49
"4438",0,0,4305,23,474,795,78
"4439",0,1,4769,48,446,720,52
"4440",1,1,1220,30,573,661,65
"4441",0,0,2691,28,638,650,39
"4442",1,1,7510,50,283,780,28
"4443",1,0,1404,73,740,596,28
"4444",1,1,5595,75,685,674,52
"4445",0,1,4984,25,506,513,70
"4446",0,1,5690,39,613,729,37
"4447",0,1,3324,58,429,642,37
"4448",1,1,5359,42,781,644,93
"4449",1,1,2225,71,414,504,2
"4450",0,1,5306,41,226,836,13
"4451",0,1,5289,76,215,768,78
"4452",0,1,6574,71,641,735,24
"4453",0,0,5988,41,176,702,28
"4454",0,0,5940,73,332,565,7
"4455",1,1,5210,73,457,582,95
"4456",1,0,5244,38,428,656,7
"4457",0,0,1324,24,381,734,50
"4458",1,1,8205,71,381,507,97
"4459",0,0,4252,55,331,571,42
"4460",0,0,7719,73,619,767,18
"4461",1,0,5814,56,696,600,50
"4462",1,1,5921,25,214,829,74
"4463",1,0,2664,69,732,505,54
"4464",0,1,3905,57,102,531,60
"4465",1,1,7112,56,462,643,28
