,const,x1,x2,x3,x4,x5,x6,PD,Default,y
5717,1.0,0,1118,25,651,799,97,0.16803062652098574,0,0
5718,1.0,0,3654,64,113,661,24,0.5886228540279015,1,1
5719,1.0,0,8328,52,371,740,2,0.4105486687189483,0,1
5720,1.0,1,7735,35,421,555,78,0.5310530825001053,1,1
5721,1.0,1,5212,24,246,595,9,0.3938095202698039,0,1
5722,1.0,1,4722,79,557,673,27,0.8104469814756482,1,1
5723,1.0,1,4896,73,225,528,26,0.8437525693837576,1,1
5724,1.0,0,2510,68,723,820,7,0.5005244635715492,1,0
5725,1.0,0,7079,67,604,510,52,0.7232149026967686,1,1
5726,1.0,0,8222,61,521,767,25,0.47522993203498237,0,0
5727,1.0,1,7527,63,729,808,49,0.5980924959755903,1,1
5728,1.0,0,5098,46,504,649,41,0.4250930488374933,0,1
5729,1.0,1,2865,40,627,701,73,0.46228017249727843,0,0
5730,1.0,1,2445,35,593,759,53,0.37008744663077386,0,0
5731,1.0,0,2639,38,656,631,95,0.36480569571886423,0,1
5732,1.0,1,7546,38,322,524,65,0.5843250678292127,1,1
5733,1.0,1,4381,37,348,817,58,0.3450723741745508,0,0
5734,1.0,1,7948,32,158,799,26,0.31497246486273733,0,1
5735,1.0,1,2154,46,730,637,16,0.5714158106800783,1,0
5736,1.0,0,5410,57,700,769,99,0.43514776194937954,0,0
5737,1.0,0,6086,52,668,828,51,0.3441689769483692,0,0
5738,1.0,1,8271,28,278,726,80,0.33238101074479487,0,0
5739,1.0,0,6726,61,484,592,79,0.6139075045439033,1,1
5740,1.0,1,4534,76,454,594,64,0.8306972087469999,1,1
5741,1.0,1,6354,50,122,607,2,0.6316764691980005,1,0
5742,1.0,0,6684,21,220,729,82,0.17802858941427827,0,0
5743,1.0,0,1841,61,366,792,75,0.45522530338814127,0,0
5744,1.0,1,6698,23,428,556,55,0.41466942800630624,0,0
5745,1.0,0,5346,66,393,733,37,0.5509010739090542,1,1
5746,1.0,0,1996,65,181,559,15,0.673751762731122,1,1
5747,1.0,1,5644,62,332,809,2,0.5879472383618994,1,0
5748,1.0,1,6167,64,843,812,57,0.6043150612834037,1,0
5749,1.0,1,7797,71,225,600,94,0.7985363741724867,1,1
5750,1.0,1,3470,30,751,768,79,0.3197552492644437,0,0
5751,1.0,1,3605,59,413,594,77,0.7172013155805789,1,0
5752,1.0,1,4853,69,163,526,30,0.8231109519945176,1,1
5753,1.0,0,5934,53,531,585,79,0.5438166312263781,1,1
5754,1.0,0,3419,47,782,602,29,0.4720559883676246,0,1
5755,1.0,0,6611,18,157,718,17,0.16647201398433328,0,0
5756,1.0,0,5770,51,420,822,11,0.3397763789685788,0,0
5757,1.0,1,6712,24,110,598,59,0.3915081644387972,0,1
5758,1.0,1,2596,30,432,823,25,0.2825561754926221,0,0
5759,1.0,0,4022,49,702,804,17,0.33536211714123787,0,0
5760,1.0,0,3383,25,654,517,8,0.33347052318771214,0,1
5761,1.0,0,4144,23,430,541,13,0.2999841482762719,0,0
5762,1.0,0,1501,69,399,675,36,0.6241839766894596,1,1
5763,1.0,0,5352,26,649,566,90,0.30760735740622,0,0
5764,1.0,0,6324,45,448,712,56,0.36740273496385006,0,0
5765,1.0,0,3556,34,588,693,30,0.2871457030405307,0,1
5766,1.0,1,2695,75,486,803,55,0.7067098752810299,1,1
5767,1.0,0,2789,74,392,600,90,0.7196457534208646,1,1
5768,1.0,0,5623,78,254,755,46,0.6455178042635158,1,1
5769,1.0,1,7530,49,270,634,39,0.6019850087239428,1,1
5770,1.0,0,4414,56,139,561,100,0.5913095469591481,1,1
5771,1.0,0,3423,23,203,801,64,0.15660289536379554,0,0
5772,1.0,1,8274,76,331,503,80,0.8679896582740175,1,1
5773,1.0,0,4180,64,700,743,55,0.5236081598921772,1,1
5774,1.0,1,2285,29,714,584,90,0.449711027688905,0,1
5775,1.0,1,4404,25,435,620,51,0.38392430840795133,0,0
5776,1.0,1,6245,54,610,731,5,0.5734213434666379,1,1
5777,1.0,0,3870,30,638,789,33,0.20207470662523883,0,0
5778,1.0,0,3124,57,308,798,86,0.4123730634313633,0,0
5779,1.0,0,1223,80,493,667,10,0.7231436710395874,1,1
5780,1.0,0,2581,31,353,542,69,0.3681822581823419,0,0
5781,1.0,1,5588,69,706,730,55,0.7071027717685646,1,1
5782,1.0,1,3849,52,130,791,51,0.5062941824070435,1,0
5783,1.0,1,6693,45,531,647,65,0.5539495881028949,1,0
5784,1.0,1,4350,74,318,766,92,0.7230529730174375,1,1
5785,1.0,0,5618,74,320,554,72,0.748508798830579,1,1
5786,1.0,0,6529,78,206,564,33,0.7709690699093134,1,1
5787,1.0,0,3385,66,634,601,24,0.6522448031542483,1,0
5788,1.0,1,8220,29,691,690,17,0.36753360870645785,0,0
5789,1.0,0,1086,42,223,500,35,0.5055272514322106,1,1
5790,1.0,0,2874,58,296,790,90,0.4280995767938991,0,1
5791,1.0,0,2623,47,262,738,21,0.3660108875858583,0,1
5792,1.0,0,4210,52,601,508,45,0.5949784748280561,1,1
5793,1.0,0,5196,59,230,590,15,0.5968985693744197,1,1
5794,1.0,0,5047,65,130,754,35,0.5244653755816912,1,1
5795,1.0,0,7185,20,702,731,6,0.17150252028264898,0,0
5796,1.0,0,2751,28,376,765,95,0.20200374734881585,0,1
5797,1.0,1,7899,61,413,773,24,0.6064627058318055,1,1
5798,1.0,1,5968,26,783,728,19,0.3139943284126489,0,1
5799,1.0,1,1082,46,141,581,51,0.614855138843921,1,1
5800,1.0,1,2267,29,512,586,15,0.4481194503655032,0,1
5801,1.0,0,6695,37,306,800,71,0.24286877511253332,0,0
5802,1.0,0,4812,78,840,543,25,0.782678237791625,1,0
5803,1.0,0,5315,24,203,514,70,0.32701861319481773,0,0
5804,1.0,1,1596,74,800,715,38,0.7546761903865074,1,1
5805,1.0,1,1561,34,528,795,58,0.33481989653980776,0,1
5806,1.0,0,4666,35,148,778,48,0.24160706588392075,0,0
5807,1.0,0,3154,44,254,646,40,0.40856718809548803,0,0
5808,1.0,1,6559,66,135,637,12,0.7434633541019928,1,1
5809,1.0,1,6112,44,187,590,32,0.589324777395351,1,0
5810,1.0,1,2199,54,231,797,20,0.5208677321571682,1,1
5811,1.0,0,7806,42,411,586,24,0.4367089834205342,0,0
5812,1.0,1,7743,63,176,520,69,0.7898370266464791,1,1
5813,1.0,0,5496,61,192,809,18,0.44170029258755206,0,0
5814,1.0,1,5859,24,725,703,91,0.31459272080337725,0,0
5815,1.0,1,6490,69,574,764,11,0.6839501786443982,1,1
5816,1.0,1,4786,80,352,686,87,0.8099861974404783,1,1
5817,1.0,1,5536,61,403,849,45,0.54686093709107,1,0
5818,1.0,1,8097,34,778,781,98,0.3449231832975203,0,1
5819,1.0,1,4376,55,386,625,45,0.6627601784456792,1,1
5820,1.0,1,2316,24,702,655,12,0.3487970609280055,0,0
5821,1.0,1,5107,39,179,707,76,0.4478681908331313,0,1
5822,1.0,0,2937,42,596,706,11,0.34512501203098833,0,1
5823,1.0,0,4836,62,775,522,22,0.6743134633008828,1,0
5824,1.0,1,3343,75,702,805,99,0.7053746319568241,1,1
5825,1.0,0,1678,22,143,567,22,0.2749145128436902,0,0
5826,1.0,1,3372,29,524,605,7,0.43305690952742387,0,1
5827,1.0,0,3866,51,382,719,16,0.4175188516231688,0,1
5828,1.0,1,2618,62,124,573,40,0.7529922908175581,1,0
5829,1.0,1,2519,43,212,731,4,0.46724550292079026,0,0
5830,1.0,1,7459,24,782,519,10,0.45342169316397185,0,1
5831,1.0,1,6437,56,709,572,86,0.7078421300757772,1,1
5832,1.0,0,6606,70,798,578,2,0.7022822922253785,1,0
5833,1.0,0,3967,73,425,630,73,0.6915513739695018,1,1
5834,1.0,0,7752,19,527,843,42,0.12194799560403617,0,0
5835,1.0,0,2549,53,699,518,70,0.5965808208219773,1,1
5836,1.0,1,3807,61,214,657,71,0.6911729651992924,1,1
5837,1.0,1,4663,79,518,558,81,0.8609067672747726,1,1
5838,1.0,1,6495,35,338,764,49,0.36634587414552855,0,0
5839,1.0,1,6657,30,122,520,10,0.5107117751290073,1,0
5840,1.0,0,2549,36,478,743,10,0.2704220612973275,0,0
5841,1.0,1,2742,73,122,781,25,0.7052831530074002,1,1
5842,1.0,1,1611,69,158,510,37,0.8304804442904402,1,1
5843,1.0,1,1440,77,679,775,39,0.740230767250963,1,1
5844,1.0,1,5607,77,793,752,5,0.7542025673142752,1,1
5845,1.0,1,1051,53,581,620,97,0.6488665609666613,1,0
5846,1.0,0,1856,68,387,765,83,0.5446354389513195,1,0
5847,1.0,1,2599,60,445,614,96,0.7119979591679556,1,1
5848,1.0,1,6309,57,749,539,59,0.7368965006453921,1,1
5849,1.0,0,2040,45,648,759,79,0.3330190142912716,0,1
5850,1.0,1,5596,65,302,567,16,0.7773688452883023,1,1
5851,1.0,1,1176,35,747,728,14,0.3936195220152965,0,1
5852,1.0,0,7094,24,250,653,54,0.23706710238192139,0,0
5853,1.0,1,5630,57,320,748,44,0.5884598688667235,1,0
5854,1.0,0,2399,67,202,581,68,0.6752608455031842,1,1
5855,1.0,1,2568,23,193,791,17,0.24962224067874123,0,1
5856,1.0,1,2241,54,403,587,23,0.6811439565954016,1,0
5857,1.0,0,4000,58,202,645,8,0.544089593672248,1,0
5858,1.0,1,1691,54,640,585,31,0.6825395908419852,1,1
5859,1.0,1,1357,37,194,758,58,0.38912703848209235,0,1
5860,1.0,1,1253,66,267,509,8,0.8139358619179228,1,1
5861,1.0,0,2008,41,180,754,56,0.3028502308803213,0,0
5862,1.0,0,7073,44,585,787,25,0.30503150445694244,0,0
5863,1.0,1,8084,21,104,750,7,0.25992014280989106,0,0
5864,1.0,0,7251,34,525,763,20,0.24333918676316743,0,1
5865,1.0,0,5549,76,442,742,20,0.6372782672850673,1,1
5866,1.0,0,7535,18,166,582,32,0.23624746245601386,0,0
5867,1.0,0,7321,36,335,764,53,0.2573030103066914,0,0
5868,1.0,0,5385,39,498,732,81,0.3014009611820237,0,1
5869,1.0,0,7147,79,331,629,16,0.7395294441822283,1,1
5870,1.0,0,6812,55,788,677,61,0.4893564514337715,0,1
5871,1.0,1,7219,18,399,751,92,0.2375673366074725,0,0
5872,1.0,1,2936,69,652,587,66,0.7927114397121009,1,1
5873,1.0,1,6603,59,239,742,71,0.6117191623125202,1,0
5874,1.0,1,8451,77,487,615,11,0.8266180869395698,1,1
5875,1.0,1,6653,69,122,764,16,0.6839501786443982,1,0
5876,1.0,0,7937,45,438,555,21,0.4904142094681075,0,0
5877,1.0,1,1268,42,351,772,84,0.42508991221704984,0,1
5878,1.0,1,3849,78,126,638,55,0.8215203337793813,1,1
5879,1.0,1,7188,38,423,629,16,0.5006991639045154,1,1
5880,1.0,1,3031,53,136,736,31,0.5599402144525341,1,0
5881,1.0,1,2768,75,127,529,21,0.8533152718808245,1,1
5882,1.0,0,2468,49,565,826,24,0.3197763824753135,0,0
5883,1.0,0,1578,63,799,522,68,0.6827807464669124,1,1
5884,1.0,0,1427,78,125,782,67,0.6254023781581458,1,1
5885,1.0,0,7075,44,287,840,5,0.270134863550109,0,1
5886,1.0,1,3647,44,335,687,31,0.5122853720470562,1,1
5887,1.0,0,5097,68,392,678,64,0.6127471017142875,1,0
5888,1.0,0,2018,51,123,560,68,0.544505364869246,1,0
5889,1.0,0,4081,48,383,510,51,0.5554875035894874,1,0
5890,1.0,0,2713,28,558,576,80,0.317376521000579,0,1
5891,1.0,1,4035,23,409,506,23,0.45416446119559445,0,0
5892,1.0,1,2879,30,792,805,24,0.29444011231427003,0,1
5893,1.0,0,8305,45,336,679,29,0.3924028495131927,0,0
5894,1.0,0,1879,59,251,733,3,0.483147828030415,0,1
5895,1.0,1,3450,24,191,697,88,0.3187691715952226,0,0
5896,1.0,1,6059,63,513,806,13,0.5996379794454952,1,1
5897,1.0,0,7254,26,411,588,46,0.29274337047005045,0,0
5898,1.0,0,6000,41,315,552,38,0.4541339912564285,0,0
5899,1.0,0,3545,19,830,579,72,0.24510482894539015,0,0
5900,1.0,0,5437,41,517,821,8,0.25936277701749977,0,0
5901,1.0,0,3548,57,545,703,37,0.4878588978146901,0,1
5902,1.0,0,8168,30,486,803,4,0.194910682082168,0,0
5903,1.0,0,7595,33,693,645,53,0.31137371638743544,0,0
5904,1.0,0,3829,66,489,507,16,0.7173378052742437,1,1
5905,1.0,0,7465,64,815,666,99,0.5847227807223938,1,1
5906,1.0,1,2276,56,766,580,59,0.7024919996664615,1,1
5907,1.0,0,3429,78,518,672,4,0.7039926720766592,1,0
5908,1.0,0,3094,32,573,626,10,0.3161746519236203,0,0
5909,1.0,1,2332,51,768,792,68,0.4957852059816325,0,0
5910,1.0,1,6093,49,151,824,79,0.45080048878271295,0,1
5911,1.0,0,4415,64,299,706,49,0.5531786440603818,1,0
5912,1.0,1,5804,41,771,801,92,0.3931669955438507,0,0
5913,1.0,0,2161,19,684,541,20,0.26841935542790873,0,0
5914,1.0,0,2295,39,397,539,92,0.4452688104279173,0,0
5915,1.0,0,8164,40,595,512,71,0.4764841815835983,0,0
5916,1.0,1,2326,33,761,836,52,0.2979305059737716,0,0
5917,1.0,0,1414,48,830,679,80,0.42049044531301966,0,0
5918,1.0,0,3220,35,206,530,58,0.4143191464081101,0,1
5919,1.0,0,4764,63,156,513,29,0.6890177568165756,1,1
5920,1.0,1,1099,64,640,815,39,0.602005212176935,1,1
5921,1.0,0,3807,44,778,756,56,0.3265715598651872,0,0
5922,1.0,0,5018,39,136,594,10,0.4020992190422979,0,0
5923,1.0,0,6700,52,587,681,42,0.4571279647277377,0,1
5924,1.0,0,2459,78,404,508,5,0.8012186487841191,1,1
5925,1.0,1,6049,21,120,782,12,0.24061345626759695,0,0
5926,1.0,1,4971,47,303,736,36,0.5019984964069928,1,0
5927,1.0,0,5599,45,707,798,42,0.3057605514881172,0,1
5928,1.0,1,5383,32,150,546,81,0.5092140385598594,1,0
5929,1.0,0,7388,56,671,819,11,0.38685862974008145,0,1
5930,1.0,1,2059,22,544,571,35,0.393704453118153,0,0
5931,1.0,1,6877,65,518,701,17,0.6940996126335139,1,1
5932,1.0,1,3064,30,617,642,70,0.41348230890254956,0,0
5933,1.0,1,3081,53,146,817,67,0.4950911152215908,0,0
5934,1.0,0,3362,59,256,765,11,0.45751028193398713,0,0
5935,1.0,0,8140,41,623,643,11,0.38303068124570344,0,0
5936,1.0,1,8278,30,684,764,26,0.322560428631735,0,1
5937,1.0,0,6701,56,603,612,46,0.5511524359720562,1,0
5938,1.0,1,2287,26,601,506,42,0.48315746475449994,0,1
5939,1.0,1,5294,58,805,789,100,0.5657512401070712,1,0
5940,1.0,1,1780,59,647,779,31,0.583103128721762,1,1
5941,1.0,1,4295,58,715,573,35,0.7229920149399172,1,0
5942,1.0,0,5073,52,445,523,56,0.5832997283950702,1,1
5943,1.0,0,6906,38,311,805,50,0.247074181104089,0,1
5944,1.0,0,6014,31,641,578,93,0.34167800605691284,0,1
5945,1.0,0,5660,56,693,567,83,0.5866372703082549,1,1
5946,1.0,1,8464,56,524,507,63,0.7491369437510139,1,1
5947,1.0,0,8143,35,466,805,96,0.22605179698516703,0,1
5948,1.0,1,7701,79,194,772,60,0.7566610958585889,1,1
5949,1.0,1,2430,73,276,555,20,0.8319577997434622,1,1
5950,1.0,0,3740,44,469,664,51,0.3946534765291686,0,0
5951,1.0,0,5288,53,342,509,89,0.6035285174846255,1,0
5952,1.0,0,5135,23,175,503,31,0.32626269980263467,0,0
5953,1.0,1,6903,19,441,838,32,0.19669215023717493,0,0
5954,1.0,1,2753,68,778,737,87,0.694239774335888,1,1
5955,1.0,1,7522,27,739,776,43,0.28964817313668556,0,0
5956,1.0,1,7853,30,560,772,9,0.3169630511498689,0,0
5957,1.0,1,4233,48,152,716,21,0.5277588381358621,1,0
5958,1.0,1,1782,45,122,622,44,0.5737236777252885,1,1
5959,1.0,0,7547,19,115,616,44,0.22375575826151867,0,0
5960,1.0,0,6214,57,562,506,13,0.6422453505642799,1,0
5961,1.0,1,5422,55,568,565,23,0.7044590990319561,1,1
5962,1.0,1,7234,36,174,632,88,0.47888872166840935,0,0
5963,1.0,1,6783,41,457,690,42,0.48076911019092183,0,1
5964,1.0,1,4915,34,482,638,58,0.4547646357319762,0,1
5965,1.0,0,7960,32,465,622,65,0.3189631481013091,0,0
5966,1.0,0,4600,61,442,791,19,0.45602315271949845,0,0
5967,1.0,1,3871,55,266,833,62,0.5016344584121115,1,0
5968,1.0,0,7516,26,410,762,50,0.19126533302808524,0,1
5969,1.0,1,7648,33,841,757,14,0.35364620930844426,0,0
5970,1.0,1,1796,67,434,778,25,0.6568547562419007,1,1
5971,1.0,0,3124,52,252,634,82,0.49481926334639287,0,0
5972,1.0,0,6247,32,256,599,48,0.3352452272180203,0,0
5973,1.0,1,3143,34,608,830,61,0.3102285938821964,0,0
5974,1.0,0,4474,80,692,746,29,0.6695138480919345,1,0
5975,1.0,1,1772,39,448,677,75,0.4718334121461004,0,0
5976,1.0,0,6990,64,545,770,73,0.5019127517401785,1,0
5977,1.0,0,6699,65,162,796,36,0.4907102727987452,0,1
5978,1.0,0,1226,44,596,639,77,0.4140192275078711,0,1
5979,1.0,1,8255,63,751,837,57,0.5754782293904691,1,1
5980,1.0,1,3961,24,116,743,45,0.2875313923691053,0,1
5981,1.0,0,5493,51,551,738,38,0.40273428317755094,0,1
5982,1.0,0,5074,44,181,648,18,0.40701352305990335,0,0
5983,1.0,0,6597,43,294,837,71,0.2644222211974177,0,1
5984,1.0,0,6435,33,121,745,75,0.24686954106496828,0,1
5985,1.0,1,4669,62,176,665,38,0.6939594150039811,1,0
5986,1.0,0,6795,79,692,716,26,0.6821496231946074,1,1
5987,1.0,0,2851,79,580,502,19,0.8103136859579999,1,1
5988,1.0,0,3071,61,842,591,92,0.61466967166613,1,1
5989,1.0,0,2566,63,700,821,36,0.45134857520612837,0,1
5990,1.0,1,6647,55,836,832,44,0.5024386288301078,1,0
5991,1.0,1,5106,60,710,529,71,0.7646833937769848,1,1
5992,1.0,1,7678,22,637,753,36,0.2655706370427165,0,0
5993,1.0,1,8254,69,677,816,73,0.6467342713276812,1,0
5994,1.0,0,5625,73,253,634,33,0.6888000079134922,1,1
5995,1.0,1,6574,29,544,776,48,0.3058800847147835,0,0
5996,1.0,0,3478,25,658,753,69,0.18974322047436504,0,0
5997,1.0,1,6739,24,686,832,18,0.23259904523194908,0,1
5998,1.0,0,6384,70,704,630,72,0.6661714301269749,1,1
5999,1.0,0,4405,23,374,556,83,0.2899505175542996,0,1
6000,1.0,0,3292,70,162,592,77,0.6927814931030196,1,0
6001,1.0,1,4350,65,763,567,16,0.7773688452883023,1,1
6002,1.0,1,6527,48,496,768,61,0.485973527232217,0,1
6003,1.0,0,6630,35,575,660,88,0.3177103608026917,0,1
6004,1.0,1,1385,42,370,538,14,0.610830186467513,1,0
6005,1.0,0,3340,61,692,767,85,0.47522993203498237,0,0
6006,1.0,0,7912,65,194,607,15,0.6389477199776292,1,0
6007,1.0,0,8157,79,708,606,59,0.7535264053128881,1,0
6008,1.0,0,4477,79,168,539,32,0.7913414712515883,1,1
6009,1.0,0,8463,69,291,741,45,0.5732297727906159,1,1
6010,1.0,0,1808,38,414,598,92,0.3897379671889713,0,0
6011,1.0,0,1841,65,115,537,53,0.6891120590136556,1,1
6012,1.0,0,1188,56,626,610,69,0.552743441130398,1,1
6013,1.0,0,1986,68,147,537,79,0.7134979897980733,1,1
6014,1.0,1,5280,61,795,502,81,0.7865414543038625,1,0
6015,1.0,1,1322,47,782,790,70,0.4586671138252998,0,1
6016,1.0,0,5641,24,650,518,33,0.32419321692025493,0,1
6017,1.0,0,1014,66,722,774,91,0.5180985643463514,1,0
6018,1.0,0,5482,62,495,599,25,0.617764653387157,1,1
6019,1.0,1,6097,55,584,568,34,0.7024460035326058,1,0
6020,1.0,0,4814,60,660,633,79,0.5727451652568002,1,0
6021,1.0,0,5550,45,220,526,58,0.5137309155468208,1,1
6022,1.0,1,6067,60,335,836,2,0.5476034180454167,1,1
6023,1.0,1,7449,24,828,704,10,0.31389952894674805,0,1
6024,1.0,0,3153,27,279,612,77,0.28486051146838093,0,0
6025,1.0,1,7304,29,828,699,15,0.3608301357615558,0,0
6026,1.0,1,2913,48,697,563,94,0.6464132642243324,1,1
6027,1.0,0,7786,64,502,786,94,0.4890475703926201,0,0
6028,1.0,0,5700,37,808,779,43,0.25550505668047846,0,0
6029,1.0,1,7003,49,459,758,87,0.5037168417285367,1,1
6030,1.0,0,4955,27,802,552,75,0.32574932008752494,0,1
6031,1.0,0,7678,60,601,700,59,0.5193750306505676,1,0
6032,1.0,0,2368,36,302,794,30,0.23929731908168975,0,0
6033,1.0,1,7052,53,101,541,7,0.7043674549564275,1,0
6034,1.0,1,1364,63,426,832,54,0.579402672185046,1,1
6035,1.0,0,3472,41,739,533,43,0.46932276266343537,0,1
6036,1.0,1,3296,26,293,615,59,0.3969906833515041,0,1
6037,1.0,1,3624,29,584,710,19,0.35271027312474584,0,0
6038,1.0,1,1394,40,428,729,4,0.4399819980462579,0,1
6039,1.0,0,4885,73,484,507,70,0.7690652539637604,1,1
6040,1.0,0,8157,61,364,735,78,0.5009435230993153,1,0
6041,1.0,0,8061,41,606,573,86,0.43744628510021144,0,1
6042,1.0,0,8232,57,501,504,30,0.6437221886478708,1,0
6043,1.0,0,4833,46,387,661,97,0.4156877956953328,0,0
6044,1.0,0,8393,33,530,544,58,0.38489685975872673,0,0
6045,1.0,0,6070,72,230,707,59,0.6273517843946784,1,0
6046,1.0,0,6799,38,795,713,53,0.3061164848830482,0,1
6047,1.0,1,6469,52,346,704,12,0.5756726730429136,1,0
6048,1.0,0,3318,52,270,595,83,0.5261583465943157,1,1
6049,1.0,1,3898,60,318,571,96,0.7395107287779501,1,1
6050,1.0,0,3253,36,731,820,27,0.2244062354050252,0,0
6051,1.0,0,1037,26,603,534,26,0.32995391557497844,0,1
6052,1.0,0,1188,67,426,671,95,0.608871377679226,1,0
6053,1.0,1,8192,57,367,599,38,0.6978110366260803,1,1
6054,1.0,0,6196,63,407,524,11,0.6813856775005701,1,1
6055,1.0,1,1786,46,557,635,65,0.5729906374502076,1,0
6056,1.0,1,2309,44,604,622,16,0.5642033998801627,1,1
6057,1.0,0,3433,32,797,850,61,0.18362823514042323,0,0
6058,1.0,1,6871,67,439,502,61,0.8230468586364156,1,1
6059,1.0,1,2147,70,800,811,19,0.6591749166437753,1,0
6060,1.0,0,1776,36,647,648,42,0.33472473544911235,0,1
6061,1.0,0,4731,66,644,709,50,0.5699172940555383,1,1
6062,1.0,0,8419,35,833,658,66,0.3191065801552987,0,0
6063,1.0,1,6912,47,799,681,53,0.5460973461817842,1,1
6064,1.0,0,2435,29,832,844,76,0.16950790095406446,0,0
6065,1.0,1,7343,77,531,687,35,0.7908805059800333,1,1
6066,1.0,0,6571,54,106,624,51,0.5222566494008953,1,1
6067,1.0,1,5572,72,448,631,67,0.7885610898061824,1,1
6068,1.0,1,3159,53,298,745,22,0.5527946730673177,1,0
6069,1.0,1,7178,70,485,642,21,0.7691020578315952,1,1
6070,1.0,1,5303,47,292,567,99,0.6345119105264043,1,0
6071,1.0,1,5293,23,121,794,30,0.24781902186118607,0,0
6072,1.0,1,6678,60,700,608,56,0.7159393923325632,1,1
6073,1.0,1,5673,35,253,659,75,0.4476505226430967,0,0
6074,1.0,1,2708,27,315,670,81,0.3644458302080311,0,0
6075,1.0,0,3604,33,103,640,74,0.31483280039480693,0,0
6076,1.0,1,2188,43,321,591,5,0.5791139453226137,1,0
6077,1.0,0,4639,52,759,530,5,0.577816631048477,1,1
6078,1.0,0,5707,56,674,760,93,0.43272327667118515,0,1
6079,1.0,1,7677,77,140,627,64,0.8210158562215147,1,1
6080,1.0,1,5848,26,817,814,39,0.2576631039720358,0,0
6081,1.0,0,3275,42,430,529,98,0.48221365062821153,0,1
6082,1.0,0,7118,76,296,767,35,0.6184919071747527,1,0
6083,1.0,0,7296,72,164,802,25,0.5536137655067619,1,0
6084,1.0,1,3862,34,495,733,4,0.3805940726539587,0,0
6085,1.0,0,3243,52,393,795,19,0.3685090963989345,0,0
6086,1.0,1,5432,60,485,693,36,0.6572324760238535,1,1
6087,1.0,0,6101,46,178,823,80,0.29700263401826316,0,1
6088,1.0,1,8372,40,840,613,97,0.5329288260435127,1,1
6089,1.0,0,8221,78,432,705,5,0.6814039836027717,1,1
6090,1.0,0,7828,26,553,510,30,0.3472403407855735,0,1
6091,1.0,1,8055,20,773,638,20,0.3263082550973802,0,0
6092,1.0,1,3570,52,404,811,21,0.4902120868285063,0,1
6093,1.0,1,3383,64,538,806,80,0.608920729202848,1,1
6094,1.0,0,4979,50,446,749,26,0.38502103471265664,0,0
6095,1.0,0,6379,51,456,774,4,0.37521987743603535,0,1
6096,1.0,0,7207,26,443,837,2,0.1566901148551848,0,0
6097,1.0,1,4236,74,224,629,93,0.8022392690514266,1,1
6098,1.0,0,1844,73,257,829,91,0.5417157344971739,1,1
6099,1.0,0,1619,30,486,672,81,0.269527840152207,0,0
6100,1.0,1,1279,54,826,818,31,0.5039919135726757,1,0
6101,1.0,0,3501,48,825,783,22,0.3417959856595069,0,0
6102,1.0,1,3143,51,148,530,51,0.6954926431340686,1,1
6103,1.0,1,2861,40,585,786,100,0.3954191530563751,0,0
6104,1.0,0,2133,24,388,806,70,0.15962949270638496,0,0
6105,1.0,0,2955,29,700,780,90,0.2004878969757612,0,0
6106,1.0,0,4707,42,143,748,57,0.315260205943315,0,1
6107,1.0,0,2460,43,686,683,15,0.371046057137394,0,1
6108,1.0,1,5245,74,353,515,16,0.8540912867512666,1,1
6109,1.0,1,7283,77,839,564,66,0.8488871764571327,1,1
6110,1.0,0,4161,42,718,530,48,0.4814105309655365,0,1
6111,1.0,0,1707,27,465,722,28,0.21851882139778658,0,0
6112,1.0,0,3801,69,604,693,43,0.6105070775539303,1,0
6113,1.0,0,4217,28,689,611,25,0.2935010808350683,0,1
6114,1.0,0,8184,49,165,817,21,0.3261062904238416,0,0
6115,1.0,1,8407,44,436,786,61,0.4330776124243812,0,1
6116,1.0,0,1305,68,781,725,43,0.5763207669157128,1,1
6117,1.0,0,2706,35,292,519,17,0.42293061692268885,0,1
6118,1.0,0,3603,71,670,729,4,0.601395599204811,1,0
6119,1.0,1,7348,78,492,775,13,0.747625712325475,1,1
6120,1.0,1,6370,31,153,648,57,0.4182241710439851,0,1
6121,1.0,0,1129,62,784,722,44,0.5210906182670533,1,1
6122,1.0,1,1320,67,697,601,45,0.7718296451784084,1,0
6123,1.0,1,2365,37,160,636,43,0.48536883029219025,0,0
6124,1.0,1,5580,75,477,553,77,0.8433861698556228,1,1
6125,1.0,0,7443,33,227,562,58,0.3712832000375904,0,1
6126,1.0,1,7346,63,540,717,47,0.6660217366210466,1,0
6127,1.0,1,8065,50,788,698,57,0.5613622910021919,1,0
6128,1.0,1,4285,66,640,773,78,0.6517117436549459,1,1
6129,1.0,0,2145,35,106,513,64,0.4276479525095035,0,0
6130,1.0,0,4503,18,553,530,32,0.26774500576186977,0,0
6131,1.0,0,1128,76,683,605,23,0.7318959547709977,1,1
6132,1.0,0,8110,50,217,713,70,0.41277931247374244,0,1
6133,1.0,1,8262,58,406,639,53,0.6785349776473689,1,1
6134,1.0,0,1383,22,673,640,43,0.23064884832126506,0,0
6135,1.0,0,4515,51,220,760,78,0.38583512204139647,0,0
6136,1.0,0,6115,25,457,597,33,0.2789112185389368,0,0
6137,1.0,0,4225,40,316,520,16,0.4700691768751659,0,1
6138,1.0,0,1488,53,600,626,44,0.5109560202578577,1,1
6139,1.0,1,2351,65,163,657,5,0.7233004306745368,1,1
6140,1.0,1,6669,33,247,793,58,0.3276457204751809,0,0
